Tweet ID,User,Content,Posted At (EST),Posted Date,Posted Time,Imported At (EST),Imported Date,Imported Time
2076872430513975424,elonmusk,RT @tetsuoai: Crazy what you can build with Grok 4.5 and Grok Build in minutes. https://t.co/ltAeB1Q9To,"7/13/2026, 11:32:28 PM",7/13/2026,11:32:28 PM,"7/13/2026, 11:37:26 PM",7/13/2026,11:37:26 PM
2076803446322131221,elonmusk,RT @JasonBud: @just_cameron The default in Grok Build is off. You can also run /privacy and any synced data is deleted. ZDR is respected fo…,"7/13/2026, 6:58:21 PM",7/13/2026,6:58:21 PM,"7/13/2026, 7:00:54 PM",7/13/2026,7:00:54 PM
2076803358027895272,elonmusk,"RT @nikitabier: We're rolling out a small tweak to boost visibility of your posts to your mutuals (people who you follow back).

We noticed…","7/13/2026, 6:58:00 PM",7/13/2026,6:58:00 PM,"7/13/2026, 7:00:54 PM",7/13/2026,7:00:54 PM
2076796854973423971,elonmusk,True https://t.co/76BHktfm3D,"7/13/2026, 6:32:09 PM",7/13/2026,6:32:09 PM,"7/13/2026, 6:35:42 PM",7/13/2026,6:35:42 PM
2076740203742466098,elonmusk,"RT @SpaceXAI: @FarhanWritess If you run /privacy and change the setting, all previously synced data is deleted.","7/13/2026, 2:47:03 PM",7/13/2026,2:47:03 PM,"7/13/2026, 2:51:38 PM",7/13/2026,2:51:38 PM
2076740048335028734,elonmusk,"RT @milichab: @Sudhie That's not the case. The CLI doesn't retain data under ZDR (including headless/non-headless modes), and has since lau…","7/13/2026, 2:46:26 PM",7/13/2026,2:46:26 PM,"7/13/2026, 2:51:38 PM",7/13/2026,2:51:38 PM
2076739857863385206,elonmusk,Progress https://t.co/mjATlPkWen,"7/13/2026, 2:45:40 PM",7/13/2026,2:45:40 PM,"7/13/2026, 2:46:19 PM",7/13/2026,2:46:19 PM
2076739687658496209,elonmusk,"True. 

As a precautionary measure, all user data that was uploaded to SpaceXAI before now will be completely and utterly deleted. Zero anything whatsoever will remain. https://t.co/S8XFPEfBmP","7/13/2026, 2:45:00 PM",7/13/2026,2:45:00 PM,"7/13/2026, 2:46:19 PM",7/13/2026,2:46:19 PM
2076738491954712917,elonmusk,RT @elonmusk: @RomanGuy20 @Teslaconomics @SpaceXAI Their zero data retention policy fine print says they still retain data? Am I reading th…,"7/13/2026, 2:40:15 PM",7/13/2026,2:40:15 PM,"7/13/2026, 2:41:04 PM",7/13/2026,2:41:04 PM
2076737992689914215,elonmusk,"SpaceX policy regarding data retention.

It is actually helpful for debugging issues if we can retain some amount of data, so allowing this would be appreciated, but your privacy settings are always respected. https://t.co/JJxxeI4kFd","7/13/2026, 2:38:16 PM",7/13/2026,2:38:16 PM,"7/13/2026, 2:41:04 PM",7/13/2026,2:41:04 PM
2076690060699684905,elonmusk,Literally true https://t.co/tcgsHNdytq,"7/13/2026, 11:27:48 AM",7/13/2026,11:27:48 AM,"7/13/2026, 11:30:29 AM",7/13/2026,11:30:29 AM
2076564143558074616,elonmusk,"RT @mikiovsh: Well shit - grok 4.5 is KILLING it it in my video studio evals!

6/33 -&gt; 23/33 with ridiculous cost efficiency compared to 5.…","7/13/2026, 3:07:27 AM",7/13/2026,3:07:27 AM,"7/13/2026, 3:11:15 AM",7/13/2026,3:11:15 AM
2076563677319209094,elonmusk,Using Grok agents in background mode https://t.co/TVeoJ1l37h,"7/13/2026, 3:05:36 AM",7/13/2026,3:05:36 AM,"7/13/2026, 3:05:54 AM",7/13/2026,3:05:54 AM
2076558971905650718,elonmusk,"The publicly available version of Mythos (Fable with Claude as fallback) is significantly nerfed, but still that’s all most people have access to","7/13/2026, 2:46:54 AM",7/13/2026,2:46:54 AM,"7/13/2026, 2:50:33 AM",7/13/2026,2:50:33 AM
2076538528041677013,elonmusk,"RT @Polymarket: NEW: Grok 4.5 now scores highest on the SWE-Atlas-QnA benchmark, edging Claude Fable 5 &amp; GPT-5.6 Sol.","7/13/2026, 1:25:39 AM",7/13/2026,1:25:39 AM,"7/13/2026, 1:26:04 AM",7/13/2026,1:26:04 AM
2076524673139954010,elonmusk,RT @AJamesMcCarthy: I get to see this monster fly again later this week... new photos to come! https://t.co/j1IcA7wJSD,"7/13/2026, 12:30:36 AM",7/13/2026,12:30:36 AM,"7/13/2026, 12:31:38 AM",7/13/2026,12:31:38 AM
2076435324910100916,elonmusk,"RT @XFreeze: Elon Musk explains why the Sun is humanity's ultimate energy source:

""The vast majority of Earth's energy already comes from…","7/12/2026, 6:35:34 PM",7/12/2026,6:35:34 PM,"7/12/2026, 6:36:12 PM",7/12/2026,6:36:12 PM
2076434715951689733,elonmusk,Grok Build improvements https://t.co/5gcdP1DQPM,"7/12/2026, 6:33:09 PM",7/12/2026,6:33:09 PM,"7/12/2026, 6:35:36 PM",7/12/2026,6:35:36 PM
2076434607562531049,elonmusk,"Grok 4.5 even ranks slightly above Fable, which is an incredibly good model, on some software benchmarks! https://t.co/6yXTTSZ8f3","7/12/2026, 6:32:43 PM",7/12/2026,6:32:43 PM,"7/12/2026, 6:35:36 PM",7/12/2026,6:35:36 PM
2076433522911244615,elonmusk,RT @GavinSBaker: The mega bull case for AI infrastructure would be *if* market share shifted away from certain frontier labs with 90%+ infe…,"7/12/2026, 6:28:24 PM",7/12/2026,6:28:24 PM,"7/12/2026, 6:30:32 PM",7/12/2026,6:30:32 PM
2076433121893814735,elonmusk,Follow the Starship series @SpaceX https://t.co/EqJmgtZUWz,"7/12/2026, 6:26:49 PM",7/12/2026,6:26:49 PM,"7/12/2026, 6:30:32 PM",7/12/2026,6:30:32 PM
2076432602999722000,elonmusk,Cool https://t.co/1TWxHcgRKY,"7/12/2026, 6:24:45 PM",7/12/2026,6:24:45 PM,"7/12/2026, 6:25:35 PM",7/12/2026,6:25:35 PM
2076411563116835245,elonmusk,Grok 4.5 is Opus class for browser use https://t.co/2hNDoBiDAc,"7/12/2026, 5:01:09 PM",7/12/2026,5:01:09 PM,"7/12/2026, 5:01:32 PM",7/12/2026,5:01:32 PM
2076410318687776907,elonmusk,"RT @XFreeze: For the first time, Starship will carry 20 next-generation Starlink V3 satellites to space

Starlink V3 is designed to massive…","7/12/2026, 4:56:12 PM",7/12/2026,4:56:12 PM,"7/12/2026, 5:00:41 PM",7/12/2026,5:00:41 PM
2076340996044898343,elonmusk,RT @gailalfaratx: Grok 4.5 is the truth seeking leader that other AIs can aspire to become https://t.co/HAWE0V7dmQ,"7/12/2026, 12:20:44 PM",7/12/2026,12:20:44 PM,"7/12/2026, 12:25:20 PM",7/12/2026,12:25:20 PM
2076340642121167241,elonmusk,"RT @elonmusk: @beffjezos I say both energy and mass, as they are separate scarcities for practical purposes, despite being technically “equ…","7/12/2026, 12:19:20 PM",7/12/2026,12:19:20 PM,"7/12/2026, 12:20:21 PM",7/12/2026,12:20:21 PM
2076336928933187982,elonmusk,"RT @yunta_tsai: I would like to offer a counterargument that LLMs (or maybe AIs) cannot jump.

Before AlphaGo, the AI field had the same ar…","7/12/2026, 12:04:34 PM",7/12/2026,12:04:34 PM,"7/12/2026, 12:05:22 PM",7/12/2026,12:05:22 PM
2076253536388550947,elonmusk,"RT @TheRabbitHole: How many people have left America to escape Capitalism?

VS

How many people have come to America while escaping sociali…","7/12/2026, 6:33:12 AM",7/12/2026,6:33:12 AM,"7/12/2026, 6:35:25 AM",7/12/2026,6:35:25 AM
2076252465674977609,elonmusk,Try Grok 4.5 and see for yourself https://t.co/YeDCKcHIgU,"7/12/2026, 6:28:57 AM",7/12/2026,6:28:57 AM,"7/12/2026, 6:30:24 AM",7/12/2026,6:30:24 AM
2076102645823971373,elonmusk,Starship is evolving rapidly https://t.co/I63dFrar9M,"7/11/2026, 8:33:37 PM",7/11/2026,8:33:37 PM,"7/11/2026, 8:35:17 PM",7/11/2026,8:35:17 PM
2076102352751259651,elonmusk,"RT @CardilloSamuel: and yes, i would say that @elonmusk mission with @SpaceXAI is going well. the results definitively shows how Grok 4.5 t…","7/11/2026, 8:32:27 PM",7/11/2026,8:32:27 PM,"7/11/2026, 8:35:17 PM",7/11/2026,8:35:17 PM
2076102318664151140,elonmusk,RT @mark_k: Grok 4.5 by @SpaceXAI is the most neutral AI model out there. Almost perfectly balanced between the political Left and Right.…,"7/11/2026, 8:32:19 PM",7/11/2026,8:32:19 PM,"7/11/2026, 8:35:17 PM",7/11/2026,8:35:17 PM
2076102201575969192,elonmusk,Grok is the most politically neutral and objectively truth-seeking AI https://t.co/g8t0dWXIgj,"7/11/2026, 8:31:51 PM",7/11/2026,8:31:51 PM,"7/11/2026, 8:35:17 PM",7/11/2026,8:35:17 PM
2076100095867506809,elonmusk,Next Starship launch aiming for Thursday https://t.co/SajPPd4pdb,"7/11/2026, 8:23:29 PM",7/11/2026,8:23:29 PM,"7/11/2026, 8:25:21 PM",7/11/2026,8:25:21 PM
2076038090947166516,elonmusk,Tesla self-driving enables safer mobility for senior citizens https://t.co/ubdd42XB1b,"7/11/2026, 4:17:06 PM",7/11/2026,4:17:06 PM,"7/11/2026, 4:20:22 PM",7/11/2026,4:20:22 PM
2075929661725437983,elonmusk,"RT @teslaownersSV: Grok 4.5 with Grok Build has tied for the #1 spot on the SWE-Atlas-QnA benchmark, matching Codex GPT-5.6 with an impress…","7/11/2026, 9:06:14 AM",7/11/2026,9:06:14 AM,"7/11/2026, 9:10:30 AM",7/11/2026,9:10:30 AM
2075929622290587707,elonmusk,"RT @cb_doge: BREAKING: Starlink has provided new emergency connectivity support to Armenia. 🇦🇲

• 56 additional kits will be deployed by Ar…","7/11/2026, 9:06:05 AM",7/11/2026,9:06:05 AM,"7/11/2026, 9:10:30 AM",7/11/2026,9:10:30 AM
2075926721337991455,elonmusk,https://t.co/GadbcJ9EzS,"7/11/2026, 8:54:33 AM",7/11/2026,8:54:33 AM,"7/11/2026, 8:55:25 AM",7/11/2026,8:55:25 AM
2075926480387776675,elonmusk,He might literally love scamming more than any human alive!,"7/11/2026, 8:53:36 AM",7/11/2026,8:53:36 AM,"7/11/2026, 8:55:25 AM",7/11/2026,8:55:25 AM
2075926239848611976,elonmusk,By “this” he means scamming 🤣🤣 https://t.co/yQ5wryw1Ai,"7/11/2026, 8:52:39 AM",7/11/2026,8:52:39 AM,"7/11/2026, 8:55:25 AM",7/11/2026,8:55:25 AM
2075892136604573903,elonmusk,He takes scamming to a whole new level https://t.co/o6TMllhIMu,"7/11/2026, 6:37:08 AM",7/11/2026,6:37:08 AM,"7/11/2026, 6:40:31 AM",7/11/2026,6:40:31 AM
2075891931414974568,elonmusk,"RT @Kristof_Poland: The Anglo-Scottish Enlightenment – the real antidote to Rousseau and Voltaire

The French Enlightenment and the Anglo-S…","7/11/2026, 6:36:19 AM",7/11/2026,6:36:19 AM,"7/11/2026, 6:40:31 AM",7/11/2026,6:40:31 AM
2075891028284903616,elonmusk,Cybercab at a fork in the road https://t.co/NRRBmMBtQ0,"7/11/2026, 6:32:43 AM",7/11/2026,6:32:43 AM,"7/11/2026, 6:35:32 AM",7/11/2026,6:35:32 AM
2075890304494759976,elonmusk,RT @tylerbruno05: tesla fsd is the greatest piece of technology i've ever experienced. it's not even close. there's something hard to compr…,"7/11/2026, 6:29:51 AM",7/11/2026,6:29:51 AM,"7/11/2026, 6:30:26 AM",7/11/2026,6:30:26 AM
2075887316577439860,elonmusk,They sure put a lot of effort into this crime https://t.co/zo6areZrFX,"7/11/2026, 6:17:59 AM",7/11/2026,6:17:59 AM,"7/11/2026, 6:20:24 AM",7/11/2026,6:20:24 AM
2075885854787064241,elonmusk,Nuanced https://t.co/MxvNDYznPQ,"7/11/2026, 6:12:10 AM",7/11/2026,6:12:10 AM,"7/11/2026, 6:15:39 AM",7/11/2026,6:15:39 AM
2075818822544601377,elonmusk,Falcon Rising https://t.co/0fgCEAeCaD,"7/11/2026, 1:45:48 AM",7/11/2026,1:45:48 AM,"7/11/2026, 1:50:22 AM",7/11/2026,1:50:22 AM
2075814989953114259,elonmusk,Grok places second after Fable on real-world software engineering https://t.co/ALI1rric0i,"7/11/2026, 1:30:35 AM",7/11/2026,1:30:35 AM,"7/11/2026, 1:30:57 AM",7/11/2026,1:30:57 AM
2075814427698344032,elonmusk,Grok 4.5 Review https://t.co/5MaPDz8cha,"7/11/2026, 1:28:20 AM",7/11/2026,1:28:20 AM,"7/11/2026, 1:30:34 AM",7/11/2026,1:30:34 AM
2075798669853397451,elonmusk,"RT @grok: Try Grok 4.5 for free, an all new Opus-class model that is fast and low cost. Great for real-world coding and engineering tasks.","7/11/2026, 12:25:44 AM",7/11/2026,12:25:44 AM,"7/11/2026, 12:25:55 AM",7/11/2026,12:25:55 AM
2075795264627933276,elonmusk,Bamf  https://t.co/6I6IbvKCjm,"7/11/2026, 12:12:12 AM",7/11/2026,12:12:12 AM,"7/11/2026, 12:15:26 AM",7/11/2026,12:15:26 AM
2075794297631158373,elonmusk,"As usual, legacy media is misrepresenting the situation. 

I just asked Tesla &amp; SpaceX to try out Grok 4.5 to see if it solves their task, not use it no matter what!

They should continue to use other AI models if those models outperform Grok. https://t.co/MnwIm95SNP","7/11/2026, 12:08:21 AM",7/11/2026,12:08:21 AM,"7/11/2026, 12:10:31 AM",7/11/2026,12:10:31 AM
2075793029693157579,elonmusk,https://t.co/839GnBAhAX,"7/11/2026, 12:03:19 AM",7/11/2026,12:03:19 AM,"7/11/2026, 12:05:24 AM",7/11/2026,12:05:24 AM
2075792911933853989,elonmusk,Epic videos of Starship Super Heavy! https://t.co/A2CoQL2rEF,"7/11/2026, 12:02:51 AM",7/11/2026,12:02:51 AM,"7/11/2026, 12:05:24 AM",7/11/2026,12:05:24 AM
2075753054280831365,elonmusk,"If solar power in space is harnessed for useful work at scale, the value of that will far exceed the Earth economy, because all of Earth civilization uses much less than a trillionth of our Sun’s power https://t.co/Lpxs1Efe0y","7/10/2026, 9:24:28 PM",7/10/2026,9:24:28 PM,"7/10/2026, 9:25:03 PM",7/10/2026,9:25:03 PM
2075751261396206004,elonmusk,https://t.co/xbTzl2Z26x,"7/10/2026, 9:17:20 PM",7/10/2026,9:17:20 PM,"7/10/2026, 9:20:03 PM",7/10/2026,9:20:03 PM
2075750805580214477,elonmusk,Grok Imagine makes beautiful art https://t.co/xGcop0pZWV,"7/10/2026, 9:15:32 PM",7/10/2026,9:15:32 PM,"7/10/2026, 9:20:03 PM",7/10/2026,9:20:03 PM
2075749956942442993,elonmusk,Free trial of Grok 4.5 model via Grok Build CLI https://t.co/nmHXRwXZ1k,"7/10/2026, 9:12:09 PM",7/10/2026,9:12:09 PM,"7/10/2026, 9:15:03 PM",7/10/2026,9:15:03 PM
2075749370679460147,elonmusk,"RT @xDaily: NEWS: xAI's Grok 4.5 has constructed an explicit counterexample to hypercontractivity on the 4-sphere, solving a mathematical g…","7/10/2026, 9:09:50 PM",7/10/2026,9:09:50 PM,"7/10/2026, 9:10:03 PM",7/10/2026,9:10:03 PM
2075728808359993694,elonmusk,🎯 https://t.co/liSndwiIMp,"7/10/2026, 7:48:07 PM",7/10/2026,7:48:07 PM,"7/10/2026, 7:50:03 PM",7/10/2026,7:50:03 PM
2075728739615281398,elonmusk,The most important thing about Grok Build and the 4.5 release is that it is genuinely so useful for real-world work https://t.co/vdgLA93Dq4,"7/10/2026, 7:47:51 PM",7/10/2026,7:47:51 PM,"7/10/2026, 7:50:03 PM",7/10/2026,7:50:03 PM
2075728418776252579,elonmusk,RT @milichab: Built with two prompts and /goal!,"7/10/2026, 7:46:34 PM",7/10/2026,7:46:34 PM,"7/10/2026, 7:50:03 PM",7/10/2026,7:50:03 PM
2075728310546444795,elonmusk,"Anyone can visit the Starship factory and launch site in Texas, as it is right next to on the public highway. It is incredibly inspiring to see! https://t.co/QzgBFDKlls","7/10/2026, 7:46:09 PM",7/10/2026,7:46:09 PM,"7/10/2026, 7:50:03 PM",7/10/2026,7:50:03 PM
2075726968335618499,elonmusk,Background on the Starship story  https://t.co/bRS6PfyswF,"7/10/2026, 7:40:49 PM",7/10/2026,7:40:49 PM,"7/10/2026, 7:45:03 PM",7/10/2026,7:45:03 PM
2075726706610950489,elonmusk,"RT @Tesla_Megapack: 10 GWh of our industrial energy storage products are now operating across Australia! 

That's equivalent to 160,000 Mod…","7/10/2026, 7:39:46 PM",7/10/2026,7:39:46 PM,"7/10/2026, 7:40:03 PM",7/10/2026,7:40:03 PM
2075726502625226822,elonmusk,RT @gigafactories: End of an era: Decommissioning the original Model S &amp; X assembly line in just 46 days https://t.co/kGEdfhl62h,"7/10/2026, 7:38:58 PM",7/10/2026,7:38:58 PM,"7/10/2026, 7:40:03 PM",7/10/2026,7:40:03 PM
2075687836091625704,elonmusk,Try Grok 4.5 in Perplexity https://t.co/hnsl1C0Oqw,"7/10/2026, 5:05:19 PM",7/10/2026,5:05:19 PM,"7/10/2026, 5:05:36 PM",7/10/2026,5:05:36 PM
2075611819872223385,elonmusk,Grok is closing the loop on real-world use cases https://t.co/LdSbPlWHsq,"7/10/2026, 12:03:15 PM",7/10/2026,12:03:15 PM,"7/10/2026, 12:05:04 PM",7/10/2026,12:05:04 PM
2075608188376772644,elonmusk,True https://t.co/5tlHNVd78F,"7/10/2026, 11:48:49 AM",7/10/2026,11:48:49 AM,"7/10/2026, 11:50:14 AM",7/10/2026,11:50:14 AM
2075607754429854036,elonmusk,Grok Build https://t.co/KwLTNYOMMh,"7/10/2026, 11:47:06 AM",7/10/2026,11:47:06 AM,"7/10/2026, 11:50:14 AM",7/10/2026,11:50:14 AM
2075606632629752137,elonmusk,Try @grok https://t.co/K0MnkpDWeC,"7/10/2026, 11:42:38 AM",7/10/2026,11:42:38 AM,"7/10/2026, 11:45:13 AM",7/10/2026,11:45:13 AM
2075606415264080104,elonmusk,Grok 4.5 has the best real-world ROI https://t.co/V2GwaqG5Ij,"7/10/2026, 11:41:46 AM",7/10/2026,11:41:46 AM,"7/10/2026, 11:45:13 AM",7/10/2026,11:45:13 AM
2075491921540034689,elonmusk,😂 https://t.co/OIVVAPOsVw,"7/10/2026, 4:06:49 AM",7/10/2026,4:06:49 AM,"7/10/2026, 4:10:18 AM",7/10/2026,4:10:18 AM
2075488922977570843,elonmusk,"RT @benhylak: i tried tesla full self driving over the weekend.

it’s magical. can’t believe it got that good without it being a bigger dea…","7/10/2026, 3:54:54 AM",7/10/2026,3:54:54 AM,"7/10/2026, 3:55:15 AM",7/10/2026,3:55:15 AM
2075488489076924839,elonmusk,RT @TheChiefNerd: GAVIN BAKER: “Tesla and Elon have done more to decarbonize the world than all environmental activists combined.” https://…,"7/10/2026, 3:53:11 AM",7/10/2026,3:53:11 AM,"7/10/2026, 3:55:15 AM",7/10/2026,3:55:15 AM
2075487355528413607,elonmusk,"RT @ArtificialAnlys: SpaceXAI's Grok 4.5 takes the #1 spot on AutomationBench-AA with a score of 51%, ahead of Claude Fable 5 (49%) and Cla…","7/10/2026, 3:48:40 AM",7/10/2026,3:48:40 AM,"7/10/2026, 3:50:13 AM",7/10/2026,3:50:13 AM
2075487063848206727,elonmusk,Model comparison https://t.co/WLAlXOOxRl,"7/10/2026, 3:47:31 AM",7/10/2026,3:47:31 AM,"7/10/2026, 3:50:13 AM",7/10/2026,3:50:13 AM
2075483584102600841,elonmusk,https://t.co/scpEQa98y1,"7/10/2026, 3:33:41 AM",7/10/2026,3:33:41 AM,"7/10/2026, 3:35:13 AM",7/10/2026,3:35:13 AM
2075482008440930315,elonmusk,Grok Imagine https://t.co/bKYXdNnAvT,"7/10/2026, 3:27:26 AM",7/10/2026,3:27:26 AM,"7/10/2026, 3:30:14 AM",7/10/2026,3:30:14 AM
2075481886500012390,elonmusk,"RT @simworld_ai: Built from scratch by Grok 4.5 + Grok Build in UE5.8: a cyberpunk L-corner street with neon facades, rain, signs, and crow…","7/10/2026, 3:26:56 AM",7/10/2026,3:26:56 AM,"7/10/2026, 3:30:14 AM",7/10/2026,3:30:14 AM
2075480115459289324,elonmusk,"RT @DanielPriestley: Socialists imagine a class struggle. In their made-up fantasy the CEO is in competition with low level workers, the we…","7/10/2026, 3:19:54 AM",7/10/2026,3:19:54 AM,"7/10/2026, 3:20:14 AM",7/10/2026,3:20:14 AM
2075479476117323843,elonmusk,"RT @ArtemisConsort: I fell for a lot of progressive nonsense, and hard. I was literally trans. But two things I can honestly say I never fe…","7/10/2026, 3:17:22 AM",7/10/2026,3:17:22 AM,"7/10/2026, 3:20:14 AM",7/10/2026,3:20:14 AM
2075478792273842370,elonmusk,Grok Build gets better every day and we love hearing user feedback for improvements https://t.co/vuf2eYL5S1,"7/10/2026, 3:14:39 AM",7/10/2026,3:14:39 AM,"7/10/2026, 3:15:14 AM",7/10/2026,3:15:14 AM
2075445735017812317,elonmusk,"RT @CommandCodeAI: Fable 5 vs Grok 4.5 vs GPT 5.5

We put three top-tier models to build a same game challenge.

Used Command Code /design,…","7/10/2026, 1:03:17 AM",7/10/2026,1:03:17 AM,"7/10/2026, 1:05:12 AM",7/10/2026,1:05:12 AM
2075403875410928124,elonmusk,"𝕏 is a great platform for product announcements, especially if done by the CEO directly. Way more interesting to the public than generic press releases.

This post by Mark Zuckerberg already received over 12 million views for free! https://t.co/dVYErlvRz8","7/9/2026, 10:16:57 PM",7/9/2026,10:16:57 PM,"7/9/2026, 10:20:13 PM",7/9/2026,10:20:13 PM
2075402698925469748,elonmusk,"RT @JeffBezos: Wally Funk waited 60 years to get to space, and no one ever earned it more. She trained with the Mercury 13 in 1961, out-tes…","7/9/2026, 10:12:17 PM",7/9/2026,10:12:17 PM,"7/9/2026, 10:15:13 PM",7/9/2026,10:15:13 PM
2075402626284368071,elonmusk,Starlink can now provide reliable 10Gpbs symmetric send/receive connectivity anywhere in the world https://t.co/NbF1M0EzD4,"7/9/2026, 10:11:59 PM",7/9/2026,10:11:59 PM,"7/9/2026, 10:15:13 PM",7/9/2026,10:15:13 PM
2075401832709423300,elonmusk,"RT @teslaownersSV: GROK 4.5 LEADS ON REAL PROFESSIONAL WORK BENCHMARK

New data from Snorkel shows Grok 4.5 outperforming other frontier mo…","7/9/2026, 10:08:50 PM",7/9/2026,10:08:50 PM,"7/9/2026, 10:10:12 PM",7/9/2026,10:10:12 PM
2075387273797853612,elonmusk,Grok only gets better from here https://t.co/y1HdoGH31o,"7/9/2026, 9:10:59 PM",7/9/2026,9:10:59 PM,"7/9/2026, 9:15:11 PM",7/9/2026,9:15:11 PM
2075387178511700426,elonmusk,RT @teortaxesTex: Grok is a frontier model.,"7/9/2026, 9:10:36 PM",7/9/2026,9:10:36 PM,"7/9/2026, 9:15:11 PM",7/9/2026,9:15:11 PM
2075372185158377948,elonmusk,Grok Build improves almost every day https://t.co/lEscWAy0bw,"7/9/2026, 8:11:02 PM",7/9/2026,8:11:02 PM,"7/9/2026, 8:15:14 PM",7/9/2026,8:15:14 PM
2075371744500552042,elonmusk,RT @TurkeyBeaver: The Cape Gigabay is getting closer to being ready for Starship! Teams recently installed the 420-ton crane – which we’ll…,"7/9/2026, 8:09:17 PM",7/9/2026,8:09:17 PM,"7/9/2026, 8:10:11 PM",7/9/2026,8:10:11 PM
2075371558588055670,elonmusk,Grok gaming https://t.co/zRFOQLJkDT,"7/9/2026, 8:08:32 PM",7/9/2026,8:08:32 PM,"7/9/2026, 8:10:11 PM",7/9/2026,8:10:11 PM
2075370255971447176,elonmusk,Grok doesn’t give up https://t.co/UIatxB4An1,"7/9/2026, 8:03:22 PM",7/9/2026,8:03:22 PM,"7/9/2026, 8:05:11 PM",7/9/2026,8:05:11 PM
2075368342014099576,elonmusk,Grok 4.5 https://t.co/IlkFFoCJMe,"7/9/2026, 7:55:45 PM",7/9/2026,7:55:45 PM,"7/9/2026, 8:00:14 PM",7/9/2026,8:00:14 PM
2075368165660324341,elonmusk,"RT @AndrewCFollett: Defense is 8% of US government spending.

Education 15%!

Welfare is 47%! https://t.co/yTdX5R6Bzx","7/9/2026, 7:55:03 PM",7/9/2026,7:55:03 PM,"7/9/2026, 8:00:14 PM",7/9/2026,8:00:14 PM
2075367885438890134,elonmusk,"Starmind

https://t.co/JJhfTw04Px","7/9/2026, 7:53:57 PM",7/9/2026,7:53:57 PM,"7/9/2026, 7:55:12 PM",7/9/2026,7:55:12 PM
2075367242053652636,elonmusk,"RT @SawyerMerritt: New renderings of SpaceX's AI satellite, called AI1.

• AI chip vendor agnostic. System architecture supports compute mo…","7/9/2026, 7:51:23 PM",7/9/2026,7:51:23 PM,"7/9/2026, 7:55:12 PM",7/9/2026,7:55:12 PM
2075362050625208503,elonmusk,RT @SpaceX: Super Heavy booster moved to the Starbase pad for testing ahead of Flight 13 https://t.co/xY9AO8CPxu,"7/9/2026, 7:30:45 PM",7/9/2026,7:30:45 PM,"7/9/2026, 7:35:11 PM",7/9/2026,7:35:11 PM
2075362018387726641,elonmusk,"RT @XFreeze: Grok 4.5 is dominating the latest AI leaderboards

Claims the #1 spot:
• #1 on AutomationBench-AA
• #1 on Terminal-Bench v2
•…","7/9/2026, 7:30:38 PM",7/9/2026,7:30:38 PM,"7/9/2026, 7:35:11 PM",7/9/2026,7:35:11 PM
2075283356439257417,elonmusk,Try @Grok 4.5! https://t.co/KxIM7bZ70E,"7/9/2026, 2:18:03 PM",7/9/2026,2:18:03 PM,"7/9/2026, 2:20:10 PM",7/9/2026,2:20:10 PM
2075282139554193715,elonmusk,"RT @XFreeze: The upcoming wave of SpaceXAI Grok updates is insane

Grok 4.5:
The 1.5T foundation model is being refined almost daily, and i…","7/9/2026, 2:13:13 PM",7/9/2026,2:13:13 PM,"7/9/2026, 2:15:10 PM",7/9/2026,2:15:10 PM
2075261123264164276,elonmusk,https://t.co/IQvI4sbaW5 https://t.co/K04Etpyv9c,"7/9/2026, 12:49:42 PM",7/9/2026,12:49:42 PM,"7/9/2026, 12:50:10 PM",7/9/2026,12:50:10 PM
2075259819154341957,elonmusk,"Consistent with the simulation hypothesis. 

Like a video game, objects are randomly generated, with positional certainty only when  observed.  https://t.co/8SUIqjJ8oC","7/9/2026, 12:44:32 PM",7/9/2026,12:44:32 PM,"7/9/2026, 12:45:11 PM",7/9/2026,12:45:11 PM
2075255821265449321,elonmusk,RT @tylerbruno05: grok 4.5 is seriously good. it's going in the direction which i'm hoping to see more of -- an emphasize on speed as well…,"7/9/2026, 12:28:38 PM",7/9/2026,12:28:38 PM,"7/9/2026, 12:30:11 PM",7/9/2026,12:30:11 PM
2075255710166704335,elonmusk,"RT @KatieMiller: Mark Zuckerberg hasn’t posted since 2023. 

X is the global town square — this is where news happens.","7/9/2026, 12:28:12 PM",7/9/2026,12:28:12 PM,"7/9/2026, 12:30:11 PM",7/9/2026,12:30:11 PM
2075255448714805440,elonmusk,California has legalized election fraud https://t.co/pt8pmdfxnl,"7/9/2026, 12:27:10 PM",7/9/2026,12:27:10 PM,"7/9/2026, 12:30:11 PM",7/9/2026,12:30:11 PM
2075254074224623692,elonmusk,"Interesting comparison of Grok &amp; Opus

1M+ context window coming soon https://t.co/GJ5oBsk3xS","7/9/2026, 12:21:42 PM",7/9/2026,12:21:42 PM,"7/9/2026, 12:25:10 PM",7/9/2026,12:25:10 PM
2075251659945525623,elonmusk,"RT @doganuraldesign: &gt;be stardust
&gt;float around the universe for billions of years
&gt;somehow become human
&gt;gain consciousness
&gt;immediately s…","7/9/2026, 12:12:06 PM",7/9/2026,12:12:06 PM,"7/9/2026, 12:15:10 PM",7/9/2026,12:15:10 PM
2075250875958780246,elonmusk,"RT @SpaceX: Falcon 9 lands on the A Shortfall of Gravitas droneship, completing the first 36th launch and landing of a booster https://t.co…","7/9/2026, 12:08:59 PM",7/9/2026,12:08:59 PM,"7/9/2026, 12:10:10 PM",7/9/2026,12:10:10 PM
